PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-1.6229645034914129,-2.446538714693831,-0.6190503558243835,1.645094253462503,0.36625313422660005,0.02556794264348823,-0.5281827251273946,-0.20354238220133591,-0.21954574644920766,0.3833730358199288
-3.15948235903243,0.21332719421969948,-0.2147843998882235,-2.570963475635069,-0.7580514620144381,0.07268992015067711,1.0187045865036182,0.0917033448622471,0.534746581719041,0.28993877441360416
-2.003314982585198,0.4848723351537679,2.6743217169108,1.270909532728248,1.8775987461297354,0.8112762705481597,-0.8744888863855262,-0.0762139172863921,-0.4998768410118131,0.09300604842915684
4.114022649369652,3.1671850816487215,-1.28874282617725,0.37890119380402115,2.9653937036714875,-0.10131591742023176,0.6855201683191067,0.14365249509905229,0.42691364872459586,-0.520920976032959
2.1262928910486987,-1.6989968929542152,2.5927579553491675,-0.029325120699705255,-0.10366707432361981,-1.0074440011194508,0.8363107580540274,-0.10088065540520158,-0.22599054337557112,-0.44485506927632906
10.577759109696997,-7.344762778630049,9.073064112859237,-4.419708466179773,-3.5896833245434805,-1.7963317702360595,-4.431757184649095,-2.5911567882863142,0.7745358195634604,-2.311936376446681
-2.8071643538714945,0.6390008058684914,-0.7512497107581426,-0.3522277702829307,-0.9128591032084691,0.7095116653587293,0.01313544199966665,0.2486618360944949,0.3819853741719782,0.23441651194057125
0.5333015199723325,1.0964760119358998,-1.3910966866810879,0.8575894432789606,0.5036831502639811,0.445412580198081,0.18514912866302846,-0.4544600899323373,0.3009625311052606,-0.4064887645613778
-1.7246676756741284,-1.5125384538094706,-0.40730119226637274,0.45153415074245923,-0.27977054271979634,-0.518326392141536,0.04725602425964984,-0.3383303600057552,0.707245993735603,-0.536637141659314
1.647550035264871,-3.7121808550471225,1.346354482880064,-0.16874269049532478,1.508807348961592,-0.759351830294677,0.7344902631249381,-0.8685576018335096,-0.40509288287703005,0.13211943751323765
1.3260390937852735,0.49391063620893133,0.8471546815742379,1.3308074503436385,-0.3838156759589829,-1.9853869319564248,0.700265609773122,-0.7949114113789125,0.3881665868779702,-0.39552132627732534
8.13756263504101,-5.23933519144965,-0.8767792075142685,-0.19025523171381306,-0.14546666368710334,-0.6681492685720593,0.6837496735621962,1.5116528865367655,-1.802559144074729,0.15439014051247738
-3.25520948959094,1.564118590845476,0.533245092915782,0.18545425613550368,-0.8518973658618595,0.5773804500528948,-0.6279146970521988,-0.1349132341281823,1.0299690325762465,1.0533469250339724
4.381021128610054,0.07993086221231671,-1.4544723562235948,-1.7240181217227428,0.29983104024515783,0.5289722006304738,0.883437195079495,-0.47889631004686334,0.047297524512464856,-1.1212461911027647
-3.67553873022897,-0.5661795754359634,0.34326734732923136,-0.6462297537540792,-0.8312988169323251,0.48287889562671166,-0.028968452138658365,-0.24606409872823534,0.8195097605414342,0.018136544163443874
-2.3037903522448167,-1.4803742759440635,0.232118804737032,1.0974416193508008,0.046702328117199515,0.24645727477125598,-0.27760340319977383,-0.0028760228258704603,-0.07667787416921827,0.42288300021235675
-2.066987360060733,1.528590320833976,-0.534462894842857,-1.3506559661854398,-0.3323104761280329,0.03804068904700249,0.525968401463811,-0.7996768145422831,-0.5787047134368887,-0.06274612203446064
-1.3188982319626905,1.835521767175421,1.310864870851711,0.7868535313355828,2.2550277188991408,-0.3140196545517936,-0.7266406693217405,-0.07653413139844428,-0.34663169008510963,0.37919073579182416
-4.080348069254195,-0.3817884875349698,-0.008320034996369274,-0.6827774646353809,-0.13999883954770798,0.5814745869129705,0.05899674176395212,-0.700739245325766,0.3207254358266403,0.7788192472931214
-5.530894805981653,-2.2503726710964864,-0.1662058126246538,-0.8784875776835102,0.803482566428298,-0.609168637375053,-0.14768497497018648,0.005095153809364789,-0.2917495113101684,-0.5716695634666467
-4.150006264685062,-0.580174922768527,0.6838700082427522,-0.11180213888495172,-0.07513543428334335,-0.42419938652101763,0.7972547000335576,-1.0046482634844784,0.19611069373668377,-0.5695373749056902
-1.5766535842221971,0.27429793372204453,-2.706735317716228,-0.5383675029939915,-0.4858526531520908,-0.3688103004356706,0.11855549299269483,-0.09470455755677545,0.4073072326536927,-0.31799868544690846
2.412101120209329,-0.8238985814859301,2.6441046524646437,0.37216840335117723,0.3312659990833904,1.3185431440772837,-0.04354766683400741,-0.17674951229932134,0.310092014045677,0.7190188609046892
0.8301730372821154,7.869427884147014,-0.16018939778137828,-3.3928436476415476,-1.7049536924983844,-2.481993784979753,-0.9316444043874108,1.6500719657671865,0.09194049739138481,1.4240627354232993
14.480516012155748,-7.352844341621717,5.327669041725618,-1.7676816489692682,-1.169926457975771,-1.8913768324271922,-4.169130054058455,-2.175343140043786,2.786699143226218,-0.39361378728418916
-2.357918310488278,1.1103292477883078,0.07710692145552431,-1.2867297664661737,-1.407622233425441,-0.998404737848156,0.43465951064408015,0.1306334023014931,0.3650332367078948,-0.09998733517037801
0.22205889063882386,1.1772117201838126,-2.185918194725534,0.009830946064855902,-0.49471965453514016,0.06552523463193931,-0.5714088535761527,-0.08698855166586136,0.28628739392813973,0.20384113539696858
